-0.21205997,-0.01601402,0.044519294
0.099616274,0.16220146,0.19355813
0.20975804,0.0501299,0.06925964
0.7934418,0.044937517,0.37890482
0.1708105,0.081404306,-0.113282114
-0.00088511355,0.0063102855,-0.010872809
0.18919252,-0.0041743563,-0.080467194
-0.12354327,0.20658685,0.041153487
-0.15158412,-0.14455926,0.21073608
-0.034539547,-0.07163371,-0.20476642
-0.048960775,0.063008785,0.13134858
0.011922946,-0.0054307166,0.0019475528
-0.0053942576,0.0042357156,-0.0067086816
0.0031979845,0.00010820691,-0.0019309263
-0.20087029,-0.020331448,0.030180097
0.09999983,0.15240216,0.19472775
0.23021603,0.044229582,0.048597448
0.77933353,0.042253524,0.34753293
0.16471274,0.07388287,-0.12039931
-0.0006110779,0.005945071,-0.01051805
0.18358672,0.007948815,-0.07573378
-0.12083377,0.20533566,0.061522804
-0.15393844,-0.14188853,0.23670578
-0.040178895,-0.08731819,-0.23387651
-0.053408492,0.06027387,0.15420163
0.0120157935,-0.00542741,0.0022056552
-0.005330431,0.004316215,-0.006648724
0.0035340292,0.00021964217,-0.0020290453
-0.2013699,-0.022927484,0.021298679
0.081483506,0.14055029,0.20117508
0.21281077,0.039362743,0.042477354
0.75635505,0.03895165,0.31338108
0.15570886,0.06585415,-0.11113949
-0.0004905053,0.005264977,-0.009660009
0.18097103,0.026364956,-0.08078915
-0.11637112,0.19836915,0.07141138
-0.15000717,-0.12781024,0.23409636
-0.04795108,-0.1050499,-0.2839819
-0.05730643,0.075612046,0.17506419
0.011385836,-0.004418488,0.002432331
-0.0044086156,0.003526375,-0.0064412397
0.003953451,0.0005538625,-0.0019541436
-0.19630808,-0.01905514,0.021452125
0.06584158,0.13330436,0.20156573
0.19978367,0.041239683,0.040700745
0.7338993,0.03676572,0.2936254
0.1495514,0.06341975,-0.09687998
-0.00026976713,0.005449407,-0.00992707
0.17601207,0.030767273,-0.06894134
-0.120194435,0.19031079,0.056905054
-0.15807977,-0.108417176,0.21578373
-0.050153233,-0.12314826,-0.30068862
-0.06361519,0.08490837,0.2012344
0.0114854565,-0.0051336484,0.0020887677
-0.0046813274,0.0037353719,-0.006694672
0.0039832196,0.00067257154,-0.001676862
-0.2033854,-0.01823914,0.015077221
0.045459565,0.12588207,0.19028567
0.18115352,0.048388835,0.020804003
0.72083205,0.033206005,0.28345487
0.14862841,0.061841913,-0.078646556
-0.00063588546,0.0056714476,-0.010322067
0.17145167,0.019084468,-0.037380174
-0.13164341,0.16619676,0.038430445
-0.16209288,-0.08037829,0.17341901
-0.05479767,-0.1653301,-0.2995977
-0.07369841,0.08126637,0.2609852
0.011499012,-0.004921063,0.0016456451
-0.0045168726,0.003269189,-0.0069138184
0.0035396744,0.0010033918,-0.0014177349
-0.21402714,-0.015968768,0.022676105
0.032486573,0.11646993,0.19098024
0.15978286,0.04820192,0.02366291
0.70375085,0.030001879,0.27131495
0.16262877,0.06058211,-0.06324392
-0.0009688911,0.004642092,-0.01005601
0.16828668,0.024386652,-0.014879427
-0.14869843,0.12541395,0.010243272
-0.18790871,-0.045397483,0.14437385
-0.062243726,-0.21604754,-0.27380344
-0.081396915,0.092536956,0.29923975
0.011161958,-0.0039675813,0.001989877
-0.003439257,0.0021789575,-0.007030561
0.003843602,0.0020333005,-0.0015008486
-0.23335746,-0.014538514,0.040817805
0.012680395,0.11533839,0.18834293
0.1419375,0.056749925,0.031489775
0.7016936,0.029281309,0.267572
0.17781308,0.06730087,-0.044197038
-0.0011821178,0.004533268,-0.00985786
0.16317667,0.023556648,0.0017383381
-0.17086543,0.07257653,-0.033244416
-0.20082869,-0.02638092,0.12280808
-0.07243655,-0.2811017,-0.25116932
-0.08541956,0.10317332,0.3090122
0.010550233,-0.0031975277,0.0015139311
-0.0025809903,0.0014592956,-0.00731437
0.0040086326,0.0025262202,-0.0010756147
-0.279168,-0.019369511,0.0752564
-0.023320502,0.1266024,0.1835801
0.13142547,0.06213274,0.041895207
0.7324689,0.033675015,0.24705516
0.19043085,0.07352003,-0.035952147
-0.0016408266,0.004255194,-0.010112681
0.15842552,0.030352822,0.0086397
-0.18593492,0.025714999,-0.055170737
-0.2235065,-0.0018450536,0.09722734
-0.081765905,-0.32795691,-0.2298078
-0.09826539,0.14953691,0.34776327
0.0102113895,-0.0030541127,0.0012325073
-0.0021296295,0.0011466241,-0.007605917
0.0038533304,0.0029505948,-0.0009075796
-0.3513625,-0.031012405,0.13975495
-0.04660632,0.13559817,0.18466084
0.14150491,0.061741162,0.048728026
0.7554055,0.037441604,0.1985375
0.19798814,0.076700956,-0.03366513
-0.0017766729,0.004845638,-0.010730845
0.14498372,0.062196277,-0.00010072776
-0.20298107,-0.0052896063,-0.063834496
-0.23406385,0.023137566,0.09199708
-0.089930736,-0.38081735,-0.22215267
-0.11173271,0.2274154,0.3681308
0.010090667,-0.002912595,0.0007234032
-0.0023083037,0.0007892346,-0.008112673
0.00403356,0.0028927429,-0.00053400354
-0.41247213,-0.047237754,0.21191351
-0.053330895,0.14004369,0.179444
0.1764044,0.059860148,0.045791827
0.76821953,0.03775805,0.15216829
0.21124855,0.07894473,-0.030422503
-0.0023670364,0.0050269095,-0.011828584
0.13945046,0.09387911,-0.021463426
-0.21951212,-0.057824165,-0.08922879
-0.26997992,0.050108727,0.081326716
-0.10205342,-0.43222502,-0.2105726
-0.12067949,0.28361273,0.364012
0.010804968,-0.003345642,0.00071161636
-0.00255942,0.0010302599,-0.008725655
0.0039235572,0.0032982838,-0.0007420769
-0.46357402,-0.07029428,0.2563415
-0.05387252,0.13869713,0.15078469
0.202635,0.057945818,0.031994607
0.7665588,0.035130303,0.0929129
0.22374623,0.07769073,-0.027959045
-0.0028268527,0.005108622,-0.012156095
0.1493095,0.11058772,-0.023722546
-0.22530495,-0.11165148,-0.11135712
-0.2798432,0.08362029,0.058950033
-0.11240287,-0.4773046,-0.20772254
-0.12719932,0.33723003,0.3778165
0.011260017,-0.0028666183,0.0007226394
-0.0023097734,0.0006704271,-0.0088013755
